step,Gt,Sm_avg,Sm_std,Sm_cls_avg,Sm_task_avg,TaskHead_Sm_task,TaskAccuracy,Rm_avg,Rm_std,lambda_max_est,gamma_t,noise_std,module_loss_avg,meta_loss,cls_norm,cls_density,TaskAcc_Recent
4100,1608.363037109375,1608.3630052506924,2784.718378753472,0.6012336909770966,1607.76171875,6431.046875,0.0,-3.570098876953125,0.0015009561312692794,,0.11800260841846466,0.041800000000000004,2875.5464477539062,0.0,14.724200248718262,0.048828125,0.0
4200,132.89816284179688,132.89816441386938,229.32860909175653,0.48653704673051834,132.41162109375,529.646484375,0.0,0.2256317138671875,0.0037500938264711965,,0.12005693465471268,0.041600000000000005,-184.23097610473633,0.0,12.826510429382324,0.048828125,0.0
4300,324.30780029296875,324.30780482292175,560.6113130571458,0.6109717637300491,323.69683837890625,1294.787353515625,0.0,3.2032394409179688,0.00384917131357557,,0.10237915813922882,0.041400000000000006,-2611.4645385742188,0.0,14.921438217163086,0.048828125,0.01
4400,21.778905868530273,21.77890634536743,3.5561111956390157,21.776288986206055,0.0026175477541983128,0.010470191016793251,1.0,0.1835932731628418,0.2660498511883591,,0.11676416546106339,0.0412,-144.39958953857422,0.0,95.87385559082031,0.048828125,0.02
4500,722.1727294921875,722.1727471351624,1213.61095701675,21.003478527069092,701.1692504882812,2804.677001953125,0.0,0.5350341796875,0.808338688275741,,0.09511800110340118,0.041,-448.9746398925781,0.0,97.92108154296875,0.048828125,0.01
4600,50.75846481323242,50.75846529006958,50.7737046439894,20.82785940170288,29.930606842041016,119.72242736816406,0.0,-0.10033893585205078,0.43711278467312736,,0.09400077164173126,0.0408,79.07805633544922,0.0,95.68714141845703,0.048828125,0.01
4700,4917.37890625,4917.378820896149,8475.137042891125,22.730015754699707,4894.64892578125,19578.595703125,0.0,-0.19873046875,0.18167573322921407,,0.09449426084756851,0.040600000000000004,159.05054730176926,0.0,94.00704193115234,0.048828125,0.01
4800,1562.6461181640625,1562.6461343765259,2653.04248959295,27.855186462402344,1534.7908935546875,6139.16357421875,0.0,1.527435302734375,0.5801545511819823,,0.09352007508277893,0.040400000000000005,-1225.2126083374023,0.0,96.85957336425781,0.048828125,0.0
4900,288.2693786621094,288.26937520504,494.2100289333903,2.6653738617897034,285.60400390625,1142.416015625,0.0,0.7675399780273438,0.02022964855679666,,0.10363726317882538,0.0402,-618.4395599365234,0.0,28.22987937927246,0.048828125,0.0
5000,8014.10888671875,8014.108988240361,13879.91228385535,0.5355487316846848,8013.5732421875,32054.29296875,0.0,0.081298828125,0.004387744325100446,-103.61625671386719,0.11681516468524933,0.04,-66.81629085540771,1108.8695068359375,11.286982536315918,0.048828125,0.01
5100,1.377427577972412,1.3774276375770569,0.44285612398497376,1.376946970820427,0.0004806608776561916,0.0019226435106247663,1.0,-0.2376900017261505,0.006238010738178896,,0.10621599107980728,0.0398,192.04590225219727,0.0,22.45130157470703,0.048828125,0.01
5200,818.9653930664062,818.9653735160828,1383.7097298731562,19.65472173690796,799.3106689453125,3197.24267578125,0.0,1.132476806640625,0.15184884808204385,,0.09837940335273743,0.0396,-908.0333709716797,0.0,96.70069122314453,0.048828125,0.0
5300,724.4075317382812,724.4075536727905,1156.271593766487,47.74255418777466,676.6649780273438,2706.659912109375,0.0,2.2919464111328125,0.5295848491935432,,0.09441128373146057,0.039400000000000004,-1869.2482604980469,0.0,98.11180877685547,0.048828125,0.0
5400,206.35562133789062,206.35562467575073,261.9760935188927,47.482847690582275,158.87277221679688,635.4910888671875,0.0,-1.6373405456542969,0.516752021402524,,0.0906655415892601,0.0392,1323.3145446777344,0.0,98.12220001220703,0.048828125,0.0
5500,1605.330078125,1605.3301334381104,2679.9766069643197,48.520073890686035,1556.81005859375,6227.240234375,0.0,0.14581298828125,0.6223201908581868,,0.09306476265192032,0.039,-121.20129156112671,0.0,97.69998168945312,0.048828125,0.0
5600,903.6992797851562,903.6992712020874,1405.8502963621102,74.98999977111816,828.7092895507812,3314.837158203125,0.0,0.45758056640625,0.6406512429514469,,0.09251278638839722,0.0388,-376.1890335083008,0.0,98.7247314453125,0.048828125,0.0
5700,1246.7073974609375,1246.7074165344238,2067.327203506951,43.335527658462524,1203.3719482421875,4813.48779296875,0.0,-0.045623779296875,0.27336558860951604,,0.08862394094467163,0.0386,37.25140571594238,0.0,81.40441131591797,0.048828125,0.0
5800,118.43880462646484,118.43880653381348,201.12055763568569,1.9695317298173904,116.46927642822266,465.8771057128906,0.0,-0.2332744598388672,0.0034487748447343623,,0.10147825628519058,0.038400000000000004,187.90533828735352,0.0,21.461320877075195,0.048828125,0.0
5900,80.86064147949219,80.86063995212317,138.58948795551726,0.7812729105353355,80.0793685913086,320.3174743652344,0.0,-0.3531036376953125,0.002745071631616415,,0.15786299109458923,0.038200000000000005,282.2966003417969,0.0,14.692339897155762,0.048828125,0.03
6000,207.8449249267578,207.84492380172014,358.64008360322697,0.7105899527668953,207.13433837890625,828.537353515625,0.0,0.4571952819824219,0.004449466226521564,-103.61625671386719,0.13717278838157654,0.038000000000000006,-368.3295211791992,28.755393981933594,11.78075122833252,0.048828125,0.0
6100,1717.001953125,1717.00191116333,2831.1354694574193,66.50000190734863,1650.501953125,6602.0078125,0.0,4.6236572265625,0.3312277889902469,,0.11650286614894867,0.0378,-3746.5944213867188,0.0,94.08064270019531,0.048828125,0.0
6200,118.54273223876953,118.5427303314209,145.9343468253057,118.49686431884766,0.04586579278111458,0.1834631711244583,1.0,7.827304840087891,1.4951390826494613,,0.10571928322315216,0.0376,-6328.88720703125,0.0,97.44232177734375,0.048828125,0.01
6300,8502.5615234375,8502.561886310577,14276.16502364277,200.9283947944641,8301.6337890625,33206.53515625,0.0,21.461181640625,3.9582571482437534,,0.10177616775035858,0.0374,-17426.57958984375,0.0,97.31393432617188,0.048828125,0.01
6400,166.51358032226562,166.51358032226562,114.79173874406854,104.90155124664307,61.61202621459961,246.44810485839844,0.0,-0.9406890869140625,0.37971170495679374,,0.10138742625713348,0.037200000000000004,757.4273910522461,0.0,98.0256118774414,0.048828125,0.02
6500,757.5618896484375,757.5619039535522,1068.0191287291343,112.59588432312012,644.9660034179688,2579.864013671875,0.0,18.608978271484375,0.5120335886197294,,0.09694747626781464,0.037000000000000005,-15088.43603515625,0.0,99.40766143798828,0.048828125,0.0
6600,1186.942626953125,1186.9426140785217,1840.6012871634227,98.32324981689453,1088.619384765625,4354.4775390625,0.0,-14.74005126953125,0.6190027420350277,,0.09581303596496582,0.0368,11835.296142578125,0.0,90.64629364013672,0.048828125,0.03
6700,2135.125244140625,2135.1252250671387,3426.4862007152133,124.2190990447998,2010.9061279296875,8043.62451171875,0.0,-49.22552490234375,1.6520642738627889,,0.09520487487316132,0.0366,39971.359375,0.0,96.7206039428711,0.048828125,0.01
6800,3602.069091796875,3602.0690236091614,6218.070923282707,9.980327785015106,3592.088623046875,14368.3544921875,0.0,-1.03656005859375,0.6868750674210394,,0.10113316029310226,0.0364,843.7342758178711,0.0,44.09356689453125,0.048828125,0.0
6900,2344.35693359375,2344.3569107055664,3904.0511934049987,71.8792667388916,2272.4775390625,9089.91015625,0.0,-0.33416748046875,0.4753086723145927,,0.0946202203631401,0.0362,277.53951263427734,0.0,88.21988677978516,0.048828125,0.0
7000,1230.8819580078125,1230.8819289207458,1845.0150616166745,131.95292615890503,1098.928955078125,4395.7158203125,0.0,-38.9830322265625,1.2113604483771092,-103.61625671386719,0.09613476693630219,0.036000000000000004,31352.0498046875,170.22296142578125,92.24019622802734,0.048828125,0.0
7100,1635.5513916015625,1635.5514497756958,2625.09885732982,95.73453283309937,1539.81689453125,6159.267578125,0.0,13.561767578125,1.1655367853671603,,0.09007571637630463,0.035800000000000005,-10912.009033203125,0.0,97.29854583740234,0.048828125,0.0
7200,336.36602783203125,336.3660364151001,461.7945093567993,57.741451263427734,278.62457275390625,1114.498291015625,0.0,-2.0551071166992188,0.5202359516482351,,0.09193666279315948,0.03560000000000001,1672.2039794921875,0.0,92.77841186523438,0.048828125,0.0
7300,158.36460876464844,158.36460661888123,257.9692438864509,7.826328992843628,150.5382843017578,602.1531372070312,0.0,0.3252410888671875,0.047688321310794465,,0.10532623529434204,0.0354,-264.6394233703613,0.0,40.98931884765625,0.048828125,0.01
7400,2499.4150390625,2499.4149713516235,4175.1788633352635,71.25805950164795,2428.156982421875,9712.6279296875,0.0,7.21148681640625,0.2363952273479882,,0.09871537983417511,0.0352,-5932.7447509765625,0.0,95.11198425292969,0.048828125,0.0
7500,3777.53466796875,3777.5345726013184,6360.185754832828,83.71821403503418,3693.81640625,14775.265625,0.0,5.1336669921875,0.45582475113969406,,0.09520076960325241,0.035,-4154.95654296875,0.0,94.68273162841797,0.048828125,0.0
7600,124.97300720214844,124.9730110168457,47.49549475950903,92.44300746917725,32.53000259399414,130.12001037597656,0.0,8.859722137451172,0.3654799783646496,,0.09214760363101959,0.034800000000000005,-7155.694580078125,0.0,92.9569091796875,0.048828125,0.01
7700,111.42689514160156,111.4268970489502,101.8235950450292,43.27092933654785,68.15596771240234,272.6238708496094,0.0,0.8068733215332031,0.36215677856636636,,0.09800498187541962,0.034600000000000006,-661.2737655639648,0.0,80.14979553222656,0.048828125,0.0
7800,998.905029296875,998.9050483703613,1544.597404700814,84.79525375366211,914.1098022460938,3656.439208984375,0.0,-2.9370574951171875,0.451221912001811,,0.09277363121509552,0.0344,2367.5833129882812,0.0,91.87958526611328,0.048828125,0.0
7900,6458.93359375,6458.93372964859,11125.860589771633,28.520793080329895,6430.4130859375,25721.65234375,0.0,-0.1826171875,0.16481752593818497,,0.0916290283203125,0.0342,146.70355916023254,0.0,59.7845344543457,0.048828125,0.01
8000,141.65963745117188,141.6596279144287,70.09349694307973,81.08331394195557,60.57631301879883,242.3052520751953,0.0,6.7428131103515625,0.7953901786736675,-103.61625671386719,0.09034151583909988,0.034,-5452.6837158203125,19.600688934326172,99.08451843261719,0.048828125,0.01
8100,1835.234130859375,1835.2340621948242,2970.115616635598,95.35701370239258,1739.8770751953125,6959.50830078125,0.0,60.118896484375,0.2819201115713375,,0.08689329028129578,0.0338,-48024.498046875,0.0,99.15257263183594,0.048828125,0.0
8200,2082.334228515625,2082.3341541290283,3443.092766360561,75.53785562515259,2006.7962646484375,8027.18505859375,0.0,154.61907958984375,5.712082424216326,,0.08740608394145966,0.033600000000000005,-125333.900390625,0.0,95.81895446777344,0.048828125,0.0
8300,2994.572509765625,2994.572618484497,4978.639770479605,95.00256729125977,2899.570068359375,11598.2802734375,0.0,141.0289306640625,6.01289953319004,,0.08906593173742294,0.0334,-112577.486328125,0.0,96.65685272216797,0.048828125,0.0
8400,1297.8297119140625,1297.829719543457,1913.5233277867314,151.44218730926514,1146.3875732421875,4585.55029296875,0.0,49.88726806640625,0.2940193475910389,,0.0877676010131836,0.03320000000000001,-40430.525390625,0.0,98.16255950927734,0.048828125,0.0
8500,1032.1102294921875,1032.1102294921875,1493.2894812855222,134.06795740127563,898.0422973632812,3592.169189453125,0.0,-7.192840576171875,0.5408708700641596,,0.08783533424139023,0.033,5841.7974853515625,0.0,85.59993743896484,0.048828125,0.03
8600,342.4200439453125,342.4200248718262,310.95105057307546,221.84469652175903,120.57532501220703,482.3013000488281,0.0,-103.44971084594727,2.2764584064099855,,0.08801758289337158,0.0328,85935.12890625,0.0,89.47402954101562,0.048828125,0.0
8700,360.59674072265625,360.5967426300049,338.35577048492155,151.5998978614807,208.99684143066406,835.9873657226562,0.0,-17.89319610595703,1.8324855460753002,,0.08985709398984909,0.032600000000000004,14507.427978515625,0.0,89.08207702636719,0.048828125,0.01
8800,729.5390625,729.5390434265137,950.575190517025,144.4420132637024,585.0970458984375,2340.38818359375,0.0,-2.693359375,0.46638463184281653,,0.09111741185188293,0.0324,2152.157745361328,0.0,99.15446472167969,0.048828125,0.02
8900,779.5855102539062,779.5855293273926,1087.2996569990219,119.37718725204468,660.2083129882812,2640.833251953125,0.0,4.791778564453125,0.7634161029365114,,0.0910564661026001,0.032200000000000006,-3837.7915649414062,0.0,95.13526916503906,0.048828125,0.0
9000,3048.6298828125,3048.629871368408,5023.351374660806,116.1606855392456,2932.46923828125,11729.876953125,0.0,-0.97723388671875,0.5231893541945517,-103.61625671386719,0.08806304633617401,0.032,793.478687286377,421.8226623535156,97.14497375488281,0.048828125,0.0
9100,787.6864624023438,787.686453640461,1353.866862568224,4.9291112422943115,782.75732421875,3131.029296875,0.0,0.9700927734375,0.026614022774712334,,0.11044689267873764,0.0318,-785.0528259277344,0.0,24.163118362426758,0.048828125,0.0
9200,3972.318603515625,3972.3186597824097,6650.915898620264,103.89427518844604,3868.42431640625,15473.697265625,0.0,-6.06610107421875,1.1753068438964147,,0.10179135203361511,0.0316,4873.3916015625,0.0,93.79838562011719,0.048828125,0.0
9300,3867.143310546875,3867.1432456970215,6344.840294195947,156.9944179058075,3710.14892578125,14840.595703125,0.0,-51.67010498046875,1.3241382605360341,,0.09656864404678345,0.0314,41673.2197265625,0.0,86.51508331298828,0.048828125,0.01
9400,4515.6064453125,4515.606573104858,7408.682360328837,182.9472360610962,4332.6591796875,17330.63671875,0.0,19.0306396484375,2.0368023437096485,,0.096413254737854,0.031200000000000002,-15590.0244140625,0.0,87.41117095947266,0.048828125,0.0
9500,199.9282684326172,199.92826652526855,154.31056105374103,182.62279224395752,17.30547523498535,69.2219009399414,0.0,-9.524887084960938,0.7621819780247404,,0.0975426435470581,0.031000000000000003,7766.065673828125,0.0,90.43812561035156,0.048828125,0.0
9600,337.4917297363281,337.49171590805054,363.18171628845164,310.46621561050415,27.02549934387207,108.10199737548828,0.0,-11.339996337890625,5.765731061168925,,0.09507127851247787,0.030800000000000004,9345.699432373047,0.0,95.08575439453125,0.048828125,0.0
9700,424.09869384765625,424.09866762161255,382.26403433349765,361.6091375350952,62.489532470703125,249.9581298828125,0.0,-43.806396484375,8.214761384329092,,0.09539416432380676,0.030600000000000002,34971.13916015625,0.0,99.80187225341797,0.048828125,0.03
9800,2075.33740234375,2075.3373832702637,2559.7923610500116,478.17186975479126,1597.16552734375,6388.662109375,0.0,0.538330078125,10.647934685560422,,0.0949830412864685,0.030400000000000003,-527.619873046875,0.0,94.79302978515625,0.048828125,0.01
9900,5693.4892578125,5693.489212989807,8691.530465658336,520.226930141449,5173.26220703125,20693.048828125,0.0,-27.5401611328125,10.451220599071437,,0.09561608731746674,0.0302,22172.202392578125,0.0,94.38575744628906,0.048828125,0.01
10000,513.96240234375,513.9624290466309,548.2616609357393,155.60408401489258,358.35833740234375,1433.433349609375,0.0,-5.891441345214844,0.8597386028177656,-103.61625671386719,0.09484715014696121,0.030000000000000002,4701.1522216796875,71.1142349243164,99.52696990966797,0.048828125,0.0
10100,453.52557373046875,453.5255832672119,474.9108042980225,141.5369358062744,311.9886474609375,1247.95458984375,0.0,58.16703796386719,0.6033327161511731,,0.1349148154258728,0.029800000000000004,-46950.0693359375,0.0,98.71115112304688,0.048828125,0.0
10200,1289.5631103515625,1289.5631046295166,1400.7982548788698,386.5639419555664,902.9991455078125,3611.99658203125,0.0,-11.236175537109375,4.21002697378516,,0.13605420291423798,0.0296,9122.363342285156,0.0,91.72987365722656,0.048828125,0.0
10300,653.169189453125,653.1691708564758,523.3206966524284,549.5642971992493,103.60487365722656,414.41949462890625,0.0,-53.9910888671875,4.235722054154727,,0.13376964628696442,0.029400000000000003,44380.33984375,0.0,90.07140350341797,0.048828125,0.02
10400,1541.9742431640625,1541.9742736816406,2282.133243084156,174.460111618042,1367.51416015625,5470.056640625,0.0,4.093536376953125,0.9715252906970605,,0.13372011482715607,0.0292,-3260.564971923828,0.0,99.82581329345703,0.048828125,0.0
10500,1921.3563232421875,1921.3562936782837,3058.6697858410575,122.06610488891602,1799.2901611328125,7197.16064453125,0.0,18.66400146484375,0.6638008303360445,,0.13268423080444336,0.029,-15063.70068359375,0.0,99.83043670654297,0.048828125,0.01
10600,466.2862854003906,466.2862660884857,276.56894165692046,352.3962256908417,113.8900375366211,455.5601501464844,0.0,-38.76848602294922,0.7134318489985116,,0.10472070425748825,0.028800000000000003,31008.02978515625,0.0,86.21202087402344,0.048828125,0.0
10700,76.99880981445312,76.99881267547607,32.851228411170894,68.38012075424194,8.618692398071289,34.474769592285156,0.0,-0.07661628723144531,0.6868933551092208,,0.09858784079551697,0.0286,67.2179069519043,0.0,99.88709259033203,0.048828125,0.0
10800,253.76397705078125,253.76397609710693,178.4741456883346,250.3151195049286,3.448856830596924,13.795427322387695,0.0,-0.7947769165039062,1.3019806926351618,,0.09490222483873367,0.0284,656.0374145507812,0.0,85.93931579589844,0.048828125,0.0
10900,233.2866973876953,233.2866940498352,344.8985685347407,28.567685842514038,204.71900939941406,818.8760375976562,0.0,0.3506889343261719,0.22223637161231619,,0.09353616088628769,0.0282,-284.0927047729492,0.0,74.99575805664062,0.048828125,0.02
11000,5544.12744140625,5544.127550125122,9430.094193732555,79.64456605911255,5464.48291015625,21857.931640625,0.0,-4.07177734375,0.40961776989634613,-103.61625671386719,0.09221767634153366,0.028,3297.3839721679688,767.111083984375,98.52947235107422,0.048828125,0.01
11100,3161.03857421875,3161.0386509895325,5282.50840153806,88.43949747085571,3072.59912109375,12290.396484375,0.0,-18.68731689453125,0.9155940303675117,,0.09398549795150757,0.027800000000000002,15129.602783203125,0.0,97.19280242919922,0.048828125,0.01
11200,2439.44287109375,2439.4429178237915,3587.877785987348,284.4523673057556,2154.990478515625,8619.9619140625,0.0,-17.8558349609375,2.714414194826717,,0.0924379825592041,0.0276,14382.124755859375,0.0,91.76791381835938,0.048828125,0.0
